timestamp,orm,op,size,table,reps,duration_ms,rows_affected,energy_j
"2025-11-25T20:29:24.8224260Z","efcore","getbyid","small","SmallTable",1000,2704,0,36.9718899999998
"2025-11-25T20:29:41.9184655Z","efcore","getbyid","medium","Medium",1000,2665,0,34.605990999999904
"2025-11-25T20:29:59.2055154Z","efcore","getbyid","large","Large",1000,2816,0,37.201808999999685
"2025-11-25T20:30:19.3206310Z","efcore","update","small","SmallTable",1000,5686,1000,72.85210799999959
"2025-11-25T20:30:39.4819131Z","efcore","update","medium","Medium",1000,5732,1000,73.49395200000026
"2025-11-25T20:30:59.7009866Z","efcore","update","large","Large",1000,5777,1000,73.83098800000016
"2025-11-25T20:31:18.8936996Z","nhib","getbyid","small","SmallTable",1000,4053,0,58.29953400000022
"2025-11-25T20:31:38.7245067Z","nhib","getbyid","medium","Medium",1000,4685,0,67.92054199999984
"2025-11-25T20:31:58.4422004Z","nhib","getbyid","large","Large",1000,4605,0,67.44483499999933
"2025-11-25T20:32:15.9827724Z","nhib","update","small","SmallTable",1000,2565,1000,36.13113299999986
"2025-11-25T20:32:35.7570704Z","nhib","update","medium","Medium",1000,4669,1000,55.27988699999969
"2025-11-25T20:32:55.6949399Z","nhib","update","large","Large",1000,4797,1000,56.06894800000009
"2025-11-25T20:33:19.0419760Z","efcore","getbyid","small","SmallTable",1000,2761,0,36.91836200000034
"2025-11-25T20:33:36.1096864Z","efcore","getbyid","medium","Medium",1000,2643,0,35.140534999999545
"2025-11-25T20:33:53.1837582Z","efcore","getbyid","large","Large",1000,2653,0,35.09732299999996
"2025-11-25T20:34:13.2350643Z","efcore","update","small","SmallTable",1000,5640,1000,72.89251400000012
"2025-11-25T20:34:33.2091206Z","efcore","update","medium","Medium",1000,5667,1000,73.00426900000002
"2025-11-25T20:34:53.3486669Z","efcore","update","large","Large",1000,5702,1000,73.29229299999952
"2025-11-25T20:35:12.5890391Z","nhib","getbyid","small","SmallTable",1000,4154,0,60.01644800000031
"2025-11-25T20:35:32.2952846Z","nhib","getbyid","medium","Medium",1000,4621,0,67.33076100000017
