timestamp,orm,op,size,table,reps,duration_ms,rows_affected,energy_j
2025-11-11T21:38:35.3037930Z,dapper,getall,small,SmallTable,1000,1704,0,26.13494299999911
2025-11-11T21:39:09.5765267Z,dapper,getall,medium,Medium,1000,6595,0,104.94003900000008
2025-11-11T21:40:19.6709933Z,dapper,getall,large,Large,1000,42412,0,667.440979
2025-11-11T21:40:47.8523034Z,dapper,getbyid,small,SmallTable,1000,493,0,6.528242000000319
2025-11-11T21:41:15.9446115Z,dapper,getbyid,medium,Medium,1000,514,0,6.861433000000034
2025-11-11T21:41:44.1459018Z,dapper,getbyid,large,Large,1000,500,0,6.712995000000774
2025-11-11T21:42:14.3669389Z,dapper,update,small,SmallTable,1000,2511,1000,21.10437699999966
2025-11-11T21:42:44.6432866Z,dapper,update,medium,Medium,1000,2578,1000,21.60016499999984
2025-11-11T21:43:14.9096886Z,dapper,update,large,Large,1000,2558,1000,21.61853599999995
2025-11-11T21:43:45.3618542Z,efcore,getall,small,SmallTable,1000,3145,300000,44.911017999999785
2025-11-11T21:44:21.0545869Z,efcore,getall,medium,Medium,1000,8301,3000000,128.8268189999999
2025-11-11T21:45:38.5289728Z,efcore,getall,large,Large,1000,50055,20000000,759.1146950000002
2025-11-11T21:46:07.9635991Z,efcore,getbyid,small,SmallTable,1000,2026,0,24.762997999999243
2025-11-11T21:46:37.3927713Z,efcore,getbyid,medium,Medium,1000,2025,0,24.31756500000029
2025-11-11T21:47:06.9198914Z,efcore,getbyid,large,Large,1000,2116,0,26.911919000000125
2025-11-11T21:47:37.6997876Z,efcore,update,small,SmallTable,1000,2570,1000,34.263950999999906
2025-11-11T21:48:08.5258841Z,efcore,update,medium,Medium,1000,2601,1000,34.82394600000043
2025-11-11T21:48:39.8178843Z,efcore,update,large,Large,1000,3119,1000,53.96781900000133
2025-11-11T21:49:10.3979152Z,nhib,getall,small,SmallTable,1000,2426,300000,37.53957700000137
2025-11-11T21:49:46.5575196Z,nhib,getall,medium,Medium,1000,8059,3000000,125.07200700000068
2025-11-11T21:51:05.7424693Z,nhib,getall,large,Large,1000,51085,20000000,783.5720299999994
2025-11-11T21:51:36.4850295Z,nhib,getbyid,small,SmallTable,1000,2645,0,36.02377200000046
2025-11-11T21:52:07.9928398Z,nhib,getbyid,medium,Medium,1000,3391,0,46.76379599999928
2025-11-11T21:52:39.4875248Z,nhib,getbyid,large,Large,1000,3341,0,47.56677199999831
2025-11-11T21:53:08.0261082Z,nhib,update,small,SmallTable,1000,451,1000,5.679856000000655
2025-11-11T21:53:37.2961728Z,nhib,update,medium,Medium,1000,1181,1000,16.661700999999084
2025-11-11T21:54:06.6082284Z,nhib,update,large,Large,1000,1179,1000,15.440878000001248
2025-11-11T21:54:47.6390433Z,dapper,getall,small,SmallTable,1000,1614,0,24.89605400000073
2025-11-11T21:55:21.4509155Z,dapper,getall,medium,Medium,1000,6138,0,99.0689599999987
2025-11-11T21:56:32.6978540Z,dapper,getall,large,Large,1000,43582,0,677.4321039999995
2025-11-11T21:57:00.8716343Z,dapper,getbyid,small,SmallTable,1000,502,0,6.862591999999495
2025-11-11T21:57:29.0779499Z,dapper,getbyid,medium,Medium,1000,508,0,6.825788000000102
2025-11-11T21:57:57.2995009Z,dapper,getbyid,large,Large,1000,510,0,6.916058000000703
2025-11-11T21:58:27.4762402Z,dapper,update,small,SmallTable,1000,2494,1000,20.995978999999352
2025-11-11T21:58:57.7166280Z,dapper,update,medium,Medium,1000,2548,1000,21.42206400000032
2025-11-11T21:59:28.0068125Z,dapper,update,large,Large,1000,2595,1000,21.487616000000344
2025-11-11T21:59:58.5032736Z,efcore,getall,small,SmallTable,1000,3096,300000,45.33942300000126
2025-11-11T22:00:34.3747088Z,efcore,getall,medium,Medium,1000,8467,3000000,130.1363249999995
2025-11-11T22:01:52.4076836Z,efcore,getall,large,Large,1000,50627,20000000,767.85448
2025-11-11T22:02:21.8844634Z,efcore,getbyid,small,SmallTable,1000,2055,0,25.16625600000043
2025-11-11T22:02:51.3273641Z,efcore,getbyid,medium,Medium,1000,2031,0,24.806821000000127
2025-11-11T22:03:20.7056578Z,efcore,getbyid,large,Large,1000,2054,0,25.382258999999976
2025-11-11T22:03:51.4931044Z,efcore,update,small,SmallTable,1000,2585,1000,34.6205170000012
2025-11-11T22:04:22.2404709Z,efcore,update,medium,Medium,1000,2630,1000,35.521333000000595
2025-11-11T22:04:52.9991163Z,efcore,update,large,Large,1000,2633,1000,35.27139399999942
2025-11-11T22:05:23.5189155Z,nhib,getall,small,SmallTable,1000,2404,300000,37.02425800000128
2025-11-11T22:05:59.6398854Z,nhib,getall,medium,Medium,1000,8043,3000000,125.18357899999864
2025-11-11T22:07:18.3683820Z,nhib,getall,large,Large,1000,50634,20000000,780.2433639999999
2025-11-11T22:07:49.1516005Z,nhib,getbyid,small,SmallTable,1000,2589,0,36.04159499999878
2025-11-11T22:08:20.5380780Z,nhib,getbyid,medium,Medium,1000,3297,0,46.59332499999982
2025-11-11T22:08:52.0139733Z,nhib,getbyid,large,Large,1000,3369,0,47.21032899999955
2025-11-11T22:09:20.5683005Z,nhib,update,small,SmallTable,1000,442,1000,5.499069999999847
2025-11-11T22:09:49.8370813Z,nhib,update,medium,Medium,1000,1166,1000,15.549215999999433
2025-11-11T22:10:19.1554630Z,nhib,update,large,Large,1000,1157,1000,15.023216000001412
2025-11-11T22:33:18.4874278Z,dapper,create,small,SmallTable,1000,2531,1000,21.99207100000058
2025-11-11T22:33:38.6953112Z,dapper,create,medium,Medium,1000,2582,1000,21.914189999999508
2025-11-11T22:33:58.9602344Z,dapper,create,large,Large,1000,2587,1000,22.186099999998987
2025-11-11T22:34:19.1659105Z,dapper,delete,small,SmallTable,1000,2502,1000,22.152469999997265
2025-11-11T22:34:39.3388225Z,dapper,delete,medium,Medium,1000,2480,1000,21.0592719999986
2025-11-11T22:34:59.5562669Z,dapper,delete,large,Large,1000,2518,1000,20.66114100000049
2025-11-12T05:27:02.0931761Z,dapper,create,small,SmallTable,1000,4149,1000,25.142392000000086
2025-11-12T05:27:22.3885823Z,dapper,create,medium,Medium,1000,2602,1000,22.125065000000063
2025-11-12T05:27:42.5515744Z,dapper,create,large,Large,1000,2578,1000,21.34393999999986
2025-11-12T05:28:02.7965396Z,dapper,delete,small,SmallTable,1000,2536,1000,20.98584800000004
2025-11-12T05:28:22.9068547Z,dapper,delete,medium,Medium,1000,2536,1000,21.03388199999995
2025-11-12T05:28:43.1705178Z,dapper,delete,large,Large,1000,2562,1000,21.00855200000001
2025-11-12T05:30:44.0446776Z,nhib,create,small,SmallTable,1000,518,1000,6.741620999999896
2025-11-12T05:31:02.6641775Z,nhib,create,medium,Medium,1000,521,1000,6.798445000000129
2025-11-12T05:31:21.2601051Z,nhib,create,large,Large,1000,504,1000,6.630416000000196
2025-11-12T05:31:40.4236509Z,nhib,delete,small,SmallTable,1000,1061,0,13.876246000000036
2025-11-12T05:31:59.4294760Z,nhib,delete,medium,Medium,1000,1042,0,14.191491999999926
2025-11-12T05:32:18.4571517Z,nhib,delete,large,Large,1000,1060,0,14.137597999999798
2025-11-12T05:30:44.0446776Z,nhib,create,small,SmallTable,1000,520,1000,6.752114000000102
2025-11-12T05:31:02.6641775Z,nhib,create,medium,Medium,1000,522,1000,6.806900000000045
2025-11-12T05:31:21.2601051Z,nhib,create,large,Large,1000,506,1000,6.638902000000183
2025-11-12T05:31:40.4236509Z,nhib,delete,small,SmallTable,1000,1059,0,13.88412000000002
2025-11-12T05:31:59.4294760Z,nhib,delete,medium,Medium,1000,1043,0,14.204559999999931
2025-11-12T05:32:18.4571517Z,nhib,delete,large,Large,1000,1058,0,14.1298800000002
2025-11-12T05:33:50.4640272Z,efcore,create,small,SmallTable,1000,4425,1000,50.26775399999997
2025-11-12T05:34:12.7242118Z,efcore,create,medium,Medium,1000,4419,1000,49.69707700000026
2025-11-12T05:34:35.1102027Z,efcore,create,large,Large,1000,4529,1000,50.40074999999979
2025-11-12T05:34:55.8226547Z,efcore,delete,small,SmallTable,1000,2504,1000,33.372656000000006
2025-11-12T05:35:16.5204941Z,efcore,delete,medium,Medium,1000,2468,1000,33.16965399999981
2025-11-12T05:35:37.1895420Z,efcore,delete,large,Large,1000,2459,1000,32.965736000000106
2025-11-12T05:33:50.4640272Z,efcore,create,small,SmallTable,1000,4431,1000,51.31280900000004
2025-11-12T05:34:12.7242118Z,efcore,create,medium,Medium,1000,4422,1000,50.74218200000015
2025-11-12T05:34:35.1102027Z,efcore,create,large,Large,1000,4534,1000,50.44722100000012
2025-11-12T05:34:55.8226547Z,efcore,delete,small,SmallTable,1000,2501,1000,32.32841800000012
2025-11-12T05:35:16.5204941Z,efcore,delete,medium,Medium,1000,2471,1000,33.51093599999989
2025-11-12T05:35:37.1895420Z,efcore,delete,large,Large,1000,2463,1000,33.01154200000009
2025-11-11T21:38:35.3037930Z,dapper,getall,small,SmallTable,1000,1639,0,25.528600412454
2025-11-11T21:39:09.5765267Z,dapper,getall,medium,Medium,1000,6615,0,105.514241273957
2025-11-11T21:40:19.6709933Z,dapper,getall,large,Large,1000,40894,0,666.264882590214
2025-11-11T21:40:47.8523034Z,dapper,getbyid,small,SmallTable,1000,476,0,6.620929058513
2025-11-11T21:41:15.9446115Z,dapper,getbyid,medium,Medium,1000,527,0,7.01891437007
2025-11-11T21:41:44.1459018Z,dapper,getbyid,large,Large,1000,481,0,6.767791112906
2025-11-11T21:42:14.3669389Z,dapper,update,small,SmallTable,1000,2512,1000,20.913968674325
2025-11-11T21:42:44.6432866Z,dapper,update,medium,Medium,1000,2601,1000,21.900577912394
2025-11-11T21:43:14.9096886Z,dapper,update,large,Large,1000,2584,1000,21.724601148879
2025-11-11T21:43:45.3618542Z,efcore,getall,small,SmallTable,1000,3220,300000,44.903176188519
2025-11-11T21:44:21.0545869Z,efcore,getall,medium,Medium,1000,8219,3000000,126.479027847342
2025-11-11T21:45:38.5289728Z,efcore,getall,large,Large,1000,47627,20000000,780.780672846849
2025-11-11T21:46:07.9635991Z,efcore,getbyid,small,SmallTable,1000,1948,0,24.965307373182
2025-11-11T21:46:37.3927713Z,efcore,getbyid,medium,Medium,1000,1960,0,23.751699767708
2025-11-11T21:47:06.9198914Z,efcore,getbyid,large,Large,1000,2045,0,26.334462730282
2025-11-11T21:47:37.6997876Z,efcore,update,small,SmallTable,1000,2598,1000,34.389531565246
2025-11-11T21:48:08.5258841Z,efcore,update,medium,Medium,1000,2671,1000,34.027636351306
2025-11-11T21:48:39.8178843Z,efcore,update,large,Large,1000,3228,1000,53.470542948405
2025-11-11T21:49:10.3979152Z,nhib,getall,small,SmallTable,1000,2445,300000,37.385054648547
2025-11-11T21:49:46.5575196Z,nhib,getall,medium,Medium,1000,7924,3000000,122.823495784461
2025-11-11T21:51:05.7424693Z,nhib,getall,large,Large,1000,50546,20000000,777.442372958187
2025-11-11T21:51:36.4850295Z,nhib,getbyid,small,SmallTable,1000,2708,0,36.09062281213
2025-11-11T21:52:07.9928398Z,nhib,getbyid,medium,Medium,1000,3273,0,47.669423026734
2025-11-11T21:52:39.4875248Z,nhib,getbyid,large,Large,1000,3296,0,48.388525664975
2025-11-11T21:53:08.0261082Z,nhib,update,small,SmallTable,1000,439,1000,5.829429778929
2025-11-11T21:53:37.2961728Z,nhib,update,medium,Medium,1000,1186,1000,17.070362760614
2025-11-11T21:54:06.6082284Z,nhib,update,large,Large,1000,1237,1000,15.714409660982
2025-11-11T21:54:47.6390433Z,dapper,getall,small,SmallTable,1000,1565,0,24.217828934374
2025-11-11T21:55:21.4509155Z,dapper,getall,medium,Medium,1000,6017,0,96.842567770194
2025-11-11T21:56:32.6978540Z,dapper,getall,large,Large,1000,42432,0,695.703393817162
2025-11-11T21:57:00.8716343Z,dapper,getbyid,small,SmallTable,1000,525,0,7.013703594433
2025-11-11T21:57:29.0779499Z,dapper,getbyid,medium,Medium,1000,531,0,6.966680996967
2025-11-11T21:57:57.2995009Z,dapper,getbyid,large,Large,1000,512,0,7.049815970317
2025-11-11T21:58:27.4762402Z,dapper,update,small,SmallTable,1000,2599,1000,20.703111777289
2025-11-11T21:58:57.7166280Z,dapper,update,medium,Medium,1000,2640,1000,21.167580347052
2025-11-11T21:59:28.0068125Z,dapper,update,large,Large,1000,2501,1000,21.796283751098
2025-11-11T21:59:58.5032736Z,efcore,getall,small,SmallTable,1000,3177,300000,44.968620172485
2025-11-11T22:00:34.3747088Z,efcore,getall,medium,Medium,1000,8306,3000000,126.591347087346
2025-11-11T22:01:52.4076836Z,efcore,getall,large,Large,1000,48600,20000000,766.773797660466
2025-11-11T22:02:21.8844634Z,efcore,getbyid,small,SmallTable,1000,2094,0,24.957310432653
2025-11-11T22:02:51.3273641Z,efcore,getbyid,medium,Medium,1000,1938,0,24.491296913542
2025-11-11T22:03:20.7056578Z,efcore,getbyid,large,Large,1000,1984,0,25.994541161194
2025-11-11T22:03:51.4931044Z,efcore,update,small,SmallTable,1000,2516,1000,33.839887369789
2025-11-11T22:04:22.2404709Z,efcore,update,medium,Medium,1000,2696,1000,35.031512235916
2025-11-11T22:04:52.9991163Z,efcore,update,large,Large,1000,2525,1000,35.788401452175
2025-11-11T22:05:23.5189155Z,nhib,getall,small,SmallTable,1000,2426,300000,37.707490637801
2025-11-11T22:05:59.6398854Z,nhib,getall,medium,Medium,1000,8273,3000000,124.954946513815
2025-11-11T22:07:18.3683820Z,nhib,getall,large,Large,1000,51149,20000000,786.770292885236
2025-11-11T22:07:49.1516005Z,nhib,getbyid,small,SmallTable,1000,2644,0,35.743981300258
2025-11-11T22:08:20.5380780Z,nhib,getbyid,medium,Medium,1000,3415,0,46.67211107602
2025-11-11T22:08:52.0139733Z,nhib,getbyid,large,Large,1000,3277,0,48.216915409306
2025-11-11T22:09:20.5683005Z,nhib,update,small,SmallTable,1000,453,1000,5.570578388821
2025-11-11T22:09:49.8370813Z,nhib,update,medium,Medium,1000,1178,1000,15.100419922902
2025-11-11T22:10:19.1554630Z,nhib,update,large,Large,1000,1135,1000,15.292275576611
2025-11-11T22:33:18.4874278Z,dapper,create,small,SmallTable,1000,2501,1000,22.240822486125
