timestamp,orm,op,size,table,reps,duration_ms,rows_affected,energy_j
"2025-11-11T21:38:35.3037930Z","dapper","getall","small","SmallTable",1000,1704,0,26.13494299999911
"2025-11-11T21:39:09.5765267Z","dapper","getall","medium","Medium",1000,6595,0,104.94003900000007
"2025-11-11T21:40:19.6709933Z","dapper","getall","large","Large",1000,42412,0,667.440979
"2025-11-11T21:40:47.8523034Z","dapper","getbyid","small","SmallTable",1000,493,0,6.5282420000003185
"2025-11-11T21:41:15.9446115Z","dapper","getbyid","medium","Medium",1000,514,0,6.861433000000034
"2025-11-11T21:41:44.1459018Z","dapper","getbyid","large","Large",1000,500,0,6.712995000000774
"2025-11-11T21:42:14.3669389Z","dapper","update","small","SmallTable",1000,2511,1000,21.10437699999966
"2025-11-11T21:42:44.6432866Z","dapper","update","medium","Medium",1000,2578,1000,21.600164999999834
"2025-11-11T21:43:14.9096886Z","dapper","update","large","Large",1000,2558,1000,21.61853599999995
"2025-11-11T21:43:45.3618542Z","efcore","getall","small","SmallTable",1000,3145,300000,44.911017999999785
"2025-11-11T21:44:21.0545869Z","efcore","getall","medium","Medium",1000,8301,3000000,128.8268189999999
"2025-11-11T21:45:38.5289728Z","efcore","getall","large","Large",1000,50055,20000000,759.1146950000002
"2025-11-11T21:46:07.9635991Z","efcore","getbyid","small","SmallTable",1000,2026,0,24.762997999999243
"2025-11-11T21:46:37.3927713Z","efcore","getbyid","medium","Medium",1000,2025,0,24.317565000000286
"2025-11-11T21:47:06.9198914Z","efcore","getbyid","large","Large",1000,2116,0,26.911919000000125
"2025-11-11T21:47:37.6997876Z","efcore","update","small","SmallTable",1000,2570,1000,34.263950999999906
"2025-11-11T21:48:08.5258841Z","efcore","update","medium","Medium",1000,2601,1000,34.82394600000043
"2025-11-11T21:48:39.8178843Z","efcore","update","large","Large",1000,3119,1000,53.96781900000133
"2025-11-11T21:49:10.3979152Z","nhib","getall","small","SmallTable",1000,2426,300000,37.53957700000137
"2025-11-11T21:49:46.5575196Z","nhib","getall","medium","Medium",1000,8059,3000000,125.07200700000067
"2025-11-11T21:51:05.7424693Z","nhib","getall","large","Large",1000,51085,20000000,783.5720299999994
"2025-11-11T21:51:36.4850295Z","nhib","getbyid","small","SmallTable",1000,2645,0,36.02377200000046
"2025-11-11T21:52:07.9928398Z","nhib","getbyid","medium","Medium",1000,3391,0,46.763795999999274
"2025-11-11T21:52:39.4875248Z","nhib","getbyid","large","Large",1000,3341,0,47.56677199999831
"2025-11-11T21:53:08.0261082Z","nhib","update","small","SmallTable",1000,451,1000,5.679856000000655
"2025-11-11T21:53:37.2961728Z","nhib","update","medium","Medium",1000,1181,1000,16.661700999999084
"2025-11-11T21:54:06.6082284Z","nhib","update","large","Large",1000,1179,1000,15.440878000001248
"2025-11-11T21:54:47.6390433Z","dapper","getall","small","SmallTable",1000,1614,0,24.89605400000073
"2025-11-11T21:55:21.4509155Z","dapper","getall","medium","Medium",1000,6138,0,99.0689599999987
"2025-11-11T21:56:32.6978540Z","dapper","getall","large","Large",1000,43582,0,677.4321039999995
"2025-11-11T21:57:00.8716343Z","dapper","getbyid","small","SmallTable",1000,502,0,6.862591999999495
"2025-11-11T21:57:29.0779499Z","dapper","getbyid","medium","Medium",1000,508,0,6.825788000000102
"2025-11-11T21:57:57.2995009Z","dapper","getbyid","large","Large",1000,510,0,6.916058000000703
"2025-11-11T21:58:27.4762402Z","dapper","update","small","SmallTable",1000,2494,1000,20.995978999999352
"2025-11-11T21:58:57.7166280Z","dapper","update","medium","Medium",1000,2548,1000,21.42206400000032
"2025-11-11T21:59:28.0068125Z","dapper","update","large","Large",1000,2595,1000,21.487616000000344
"2025-11-11T21:59:58.5032736Z","efcore","getall","small","SmallTable",1000,3096,300000,45.33942300000126
"2025-11-11T22:00:34.3747088Z","efcore","getall","medium","Medium",1000,8467,3000000,130.1363249999995
"2025-11-11T22:01:52.4076836Z","efcore","getall","large","Large",1000,50627,20000000,767.85448
"2025-11-11T22:02:21.8844634Z","efcore","getbyid","small","SmallTable",1000,2055,0,25.16625600000043
"2025-11-11T22:02:51.3273641Z","efcore","getbyid","medium","Medium",1000,2031,0,24.806821000000127
"2025-11-11T22:03:20.7056578Z","efcore","getbyid","large","Large",1000,2054,0,25.382258999999976
"2025-11-11T22:03:51.4931044Z","efcore","update","small","SmallTable",1000,2585,1000,34.6205170000012
"2025-11-11T22:04:22.2404709Z","efcore","update","medium","Medium",1000,2630,1000,35.521333000000595
"2025-11-11T22:04:52.9991163Z","efcore","update","large","Large",1000,2633,1000,35.27139399999942
"2025-11-11T22:05:23.5189155Z","nhib","getall","small","SmallTable",1000,2404,300000,37.02425800000128
"2025-11-11T22:05:59.6398854Z","nhib","getall","medium","Medium",1000,8043,3000000,125.18357899999864
"2025-11-11T22:07:18.3683820Z","nhib","getall","large","Large",1000,50634,20000000,780.2433639999999
"2025-11-11T22:07:49.1516005Z","nhib","getbyid","small","SmallTable",1000,2589,0,36.04159499999878
"2025-11-11T22:08:20.5380780Z","nhib","getbyid","medium","Medium",1000,3297,0,46.59332499999982
"2025-11-11T22:08:52.0139733Z","nhib","getbyid","large","Large",1000,3369,0,47.21032899999955
