timestamp,orm,op,size,table,reps,duration_ms,rows_affected,energy_j
"2025-10-21T19:41:33.8406549Z","dapper","getall","small","SmallTable",1000,1673,0,24.338072999998985
"2025-10-21T19:41:55.0551574Z","dapper","getall","medium","Medium",1000,6581,0,106.63900999999896
"2025-10-21T19:42:52.5909555Z","dapper","getall","large","Large",1000,42813,0,678.8572710000008
"2025-10-21T19:43:08.3716093Z","dapper","getbyid","small","SmallTable",1000,513,0,6.029037000000244
"2025-10-21T19:43:23.8106490Z","dapper","getbyid","medium","Medium",1000,528,0,5.905807999999524
"2025-10-21T19:43:39.3450895Z","dapper","getbyid","large","Large",1000,557,0,6.269698000000062
"2025-10-21T19:43:56.9831354Z","efcore","getall","small","SmallTable",1000,3020,300000,40.21309299999848
"2025-10-21T19:44:19.4795978Z","efcore","getall","medium","Medium",1000,7964,3000000,124.37608499999988
"2025-10-21T19:45:23.8084685Z","efcore","getall","large","Large",1000,49713,20000000,753.4859859999997
"2025-10-21T19:45:40.4869206Z","efcore","getbyid","small","SmallTable",1000,2106,0,22.043706000000384
"2025-10-21T19:45:57.2006701Z","efcore","getbyid","medium","Medium",1000,2157,0,22.773867999996583
"2025-10-21T19:46:14.0085913Z","efcore","getbyid","large","Large",1000,2082,0,22.281741999999213
"2025-10-21T20:13:11.9465445Z","dapper","update","small","SmallTable",1000,4211,1000,16.784136999998736
"2025-10-21T20:13:30.8603965Z","dapper","update","medium","Medium",1000,4085,1000,18.359878000002936
"2025-10-21T20:13:49.3509100Z","dapper","update","large","Large",1000,3674,1000,14.21706599999743
"2025-10-21T20:48:37.5041484Z","efcore","update","small","SmallTable",1000,2681,1000,27.879627999995137
"2025-10-21T20:48:56.0558170Z","efcore","update","medium","Medium",1000,2911,1000,29.55363500000385
"2025-10-21T20:49:14.3897384Z","efcore","update","large","Large",1000,2902,1000,31.24143599999661
"2025-10-21T20:54:34.8782094Z","dapper","create","small","SmallTable",1000,4562,1000,16.024067999998806
"2025-10-21T20:54:52.6335120Z","dapper","create","medium","Medium",1000,2906,1000,14.675010999999358
"2025-10-21T20:55:11.3655646Z","dapper","create","large","Large",1000,4001,1000,15.14345499999763
"2025-10-21T20:56:17.5510229Z","dapper","delete","small","SmallTable",1000,4118,1000,15.036888000002364
"2025-10-21T20:56:36.4294805Z","dapper","delete","medium","Medium",1000,4126,1000,14.748130999993009
"2025-10-21T20:56:54.2604882Z","dapper","delete","large","Large",1000,3207,1000,14.847800999996252
"2025-10-21T21:00:23.7838785Z","efcore","create","small","SmallTable",1000,4983,1000,36.551602999999886
"2025-10-21T21:00:47.1101321Z","efcore","create","medium","Medium",1000,8560,1000,43.478525999998965
"2025-10-21T21:01:07.1049286Z","efcore","create","large","Large",1000,5180,1000,43.98755800000072
"2025-10-21T21:01:56.8024009Z","efcore","delete","small","SmallTable",1000,2547,1000,26.47624999999971
"2025-10-21T21:02:14.5706064Z","efcore","delete","medium","Medium",1000,2488,1000,25.51287400000001
"2025-10-21T21:02:32.3860745Z","efcore","delete","large","Large",1000,2557,1000,27.34520600000542
"2025-10-21T21:54:07.6789532Z","nhib","getall","small","SmallTable",1000,2479,300000,31.96067200000107
"2025-10-21T21:54:30.7996343Z","nhib","getall","medium","Medium",1000,8121,3000000,118.57757799999672
"2025-10-21T21:55:37.7431639Z","nhib","getall","large","Large",1000,51840,20000000,683.2791350000043
"2025-10-21T21:55:55.6138014Z","nhib","getbyid","small","SmallTable",1000,2896,0,28.69084500000463
"2025-10-21T21:56:14.1293382Z","nhib","getbyid","medium","Medium",1000,3531,0,37.25850999999966
"2025-10-21T21:56:32.9361806Z","nhib","getbyid","large","Large",1000,3714,0,38.89919300000474
"2025-10-21T21:59:04.2360345Z","nhib","update","small","SmallTable",1000,421,1000,4.0099389999959385
"2025-10-21T21:59:20.3419162Z","nhib","update","medium","Medium",1000,997,1000,10.147374000000127
"2025-10-21T21:59:36.4583537Z","nhib","update","large","Large",1000,972,1000,9.617406999997911
"2025-10-21T22:07:45.4381462Z","nhib","create","small","SmallTable",1000,338,1000,3.5131750000000466
"2025-10-21T22:08:01.5059221Z","nhib","create","medium","Medium",1000,364,1000,3.6428130000058445
"2025-10-21T22:08:17.3226880Z","nhib","create","large","Large",1000,299,1000,2.697807999997167
